brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
英菲尼迪,英菲尼迪QX60,https://p9-dcd.byteimg.com/img/motor-mis-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,214,"[30.88, 42.88]",东风英菲尼迪,459,中大型SUV,汽油,2023.11,4年或10万公里
东风风行,风行星海V9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe4bf78eb9a443228981a116995fb7b6~tplv-resize:640:0.png,213,"[19.99, 27.99]",东风风行,460,中大型MPV,插电式混合动力,2024.06,8年或16万公里
本田,本田LIFE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/be382f51ae294caca8a0db835819303a~tplv-resize:640:0.png,209,"[8.78, 10.28]",东风本田,461,小型车,汽油,2023.01,3年或10万公里
岚图,岚图追光 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f403f07775ae4a8f8f23694d07236baa~tplv-resize:640:0.png,208,"[24.28, 26.78]",岚图汽车,462,中大型车,插电式混合动力,2023.12,5年或10万公里
蔚来,蔚来EC7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,200,"[45.8, 54.8]",蔚来,463,中大型SUV,纯电动,2024.02,3年或12万公里
上汽大通MAXUS,大家9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,199,"[25.39, 40.39]",上汽大通,464,中大型MPV,纯电动,2024.08,3年或10万公里
北汽制造,勇士,https://p3-dcd.byteimg.com/img/motor-mis-img/dcf664514941d152d7c6466649b34f29~tplv-resize:640:0.png,196,"[10.68, 14.88]",北京汽车制造厂,465,紧凑型SUV,汽油,2021.05,3年或6万公里
本田,本田CR-V PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,195,"[17.59, 21.99]",东风本田,466,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
斯柯达,柯迪亚克,https://p3-dcd.byteimg.com/img/motor-mis-img/bdbd1bffe440a691fb9e8c37ab20e8f6~tplv-resize:640:0.png,195,"[13.49, 24.39]",上汽大众斯柯达,467,中型SUV,汽油,2024.09,3年或10万公里
东风风度,帕拉丁,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0bcc2774198b49a0888e3193bed0093a~tplv-resize:640:0.png,191,"[16.98, 26.18]",郑州日产,468,中型SUV,汽油,2024.04,3年或10万公里
奔驰,奔驰EQB,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8012d7317f14457fae5936630f6c83e2~tplv-resize:640:0.png,191,"[32.2, 39.8]",北京奔驰,469,紧凑型SUV,纯电动,2024.08,3年不限公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,190,"[27.98, 44.98]",智己汽车,470,中大型SUV,纯电动,2024.06,5年或15万公里
吉利汽车,帝豪L HiP,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5444faecb0bf45299f276c539cd2dbb6~tplv-resize:640:0.png,189,"[8.88, 14.88]",吉利汽车,471,紧凑型车,插电式混合动力,2024.02,6年或15万公里
雪佛兰,探界者Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c72150584c9144fb94b1eaa81df2b464~tplv-resize:640:0.png,187,"[14.99, 17.99]",上汽通用雪佛兰,472,中型SUV,插电式混合动力,2024.04,3年或10万公里
江淮瑞风,瑞风RF8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/809daf18f7fc4be1b137dd84e32a34ab~tplv-resize:640:0.png,187,"[17.99, 25.49]",江汽集团,473,中大型MPV,插电式混合动力,2024.09,5年或10万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,185,"[16.18, 24.18]",长城汽车,474,中型车,纯电动,2022.10,5年或15万公里
名爵,MG ONE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6aca48597c4c478195acd0dbcee6aa10~tplv-resize:640:0.png,184,"[8.78, 13.88]",上汽集团,475,紧凑型SUV,汽油,2023.07,3年或10万公里
smart,smart精灵#5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/eab5854037994cd3909a7953e29a2590~tplv-resize:640:0.png,179,"[23.99, 36.8]",smart,476,中型SUV,纯电动,2024.10,4年或15万公里
灵悉,灵悉L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9725a00d956c4ee3b960248d1e3c3dcf~tplv-resize:640:0.png,178,"[12.98, 12.98]",东风本田,477,中型车,纯电动,2024.09,3年或10万公里
奥迪,奥迪Q3 Sportback,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,177,"[18.05, 21.05]",一汽奥迪,478,紧凑型SUV,汽油,2023.08,3年或10万公里
起亚,嘉华,https://p3-dcd.byteimg.com/img/motor-mis-img/c6ac1024c4633112f738ffc8fc41b52c~tplv-resize:640:0.png,175,"[24.49, 29.59]",起亚,479,中大型MPV,汽油,2021.09,5年或10万公里
沃尔沃,沃尔沃EX30,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e00dc34dbb9d4bc1b3468659adc15ff1~tplv-resize:640:0.png,174,"[20.08, 25.58]",沃尔沃亚太,480,小型SUV,纯电动,2024.05,3年不限公里
比亚迪,比亚迪e3,https://p3-dcd.byteimg.com/img/motor-mis-img/993f74dfdbd9feb7e14875c014b44163~tplv-resize:640:0.png,173,"[15.48, 15.48]",比亚迪,481,紧凑型车,纯电动,2021.08,3年或10万公里
欧拉,欧拉芭蕾猫,https://p9-dcd.byteimg.com/img/motor-mis-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,166,"[14.98, 17.98]",长城汽车,482,紧凑型车,纯电动,2023.04,4年或15万公里
奇瑞,欧萌达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e808c50f5aa946ceb93ff4ec14c8ad63~tplv-resize:640:0.png,161,"[8.99, 9.49]",奇瑞汽车,483,紧凑型SUV,汽油,2024.03,3年或10万公里
凯翼,凯翼昆仑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e9b4807525e49c98142a0af0b91b878~tplv-resize:640:0.png,156,"[9.99, 16.99]",凯翼汽车,484,中型SUV,汽油,2024.06,4年或10万公里
凯迪拉克,IQ傲歌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/63529507cdcd4edd873e149c1ae05bae~tplv-resize:640:0.png,143,"[23.97, 26.97]",上汽通用凯迪拉克,485,中型SUV,纯电动,2024.04,3年不限公里
荣威,荣威iMAX8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6db94c2ed63e49d6a42eba931d90c2c0~tplv-resize:640:0.png,140,"[16.58, 23.58]",上汽集团,486,中大型MPV,汽油,2023.03,3年或10万公里
魏牌,高山,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e103bde0f6544d958a6284658161c38f~tplv-resize:640:0.png,136,"[33.58, 40.58]",长城汽车,487,中大型MPV,插电式混合动力,2023.10,6年或15万公里
哈弗,哈弗枭龙MAX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/94de8037fafe42d78886694b51b82c12~tplv-resize:640:0.png,135,"[14.28, 16.28]",长城汽车,488,中型SUV,插电式混合动力,2023.05,6年或15万公里
中国重汽VGV,VGV U70,https://p3-dcd.byteimg.com/img/motor-mis-img/8962f78d7a160bfa32466bf7fc4be7ee~tplv-resize:640:0.png,134,"[7.79, 11.89]",中国重汽VGV,489,中型SUV,汽油,2021.01,7年或15万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,133,"[15.28, 15.78]",奇瑞新能源,490,紧凑型车,纯电动,2023.08,1年或10万公里
岚图,岚图追光 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,132,"[32.29, 38.59]",岚图汽车,491,中大型车,纯电动,2023.04,5年或10万公里
凌宝汽车,凌宝Uni,https://p3-dcd.byteimg.com/img/motor-mis-img/f0549e706e22b4bef069b9e470c55ff3~tplv-resize:640:0.png,121,"[2.98, 4.18]",吉麦新能源,492,微型车,纯电动,2023.03,3年或10万公里
SWM斯威汽车,斯威G05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/157f8ba74a1f4acfbf479c3455e12ab2~tplv-resize:640:0.png,117,"[8.69, 12.98]",SWM斯威汽车,493,中型SUV,汽油,2023.01,3年或6万公里
本田,凌派,https://p3-dcd.byteimg.com/img/motor-mis-img/0177f23b0d8ce46f98fdd1a0c442f875~tplv-resize:640:0.png,116,"[8.98, 13.98]",广汽本田,494,紧凑型车,汽油,2023.05,3年或10万公里
凯迪拉克,凯迪拉克XT6,https://p3-dcd.byteimg.com/img/motor-mis-img/6d647af5a9e836b52664a4b0e679b4ea~tplv-resize:640:0.png,114,"[31.27, 42.97]",上汽通用凯迪拉克,495,中大型SUV,48V轻混系统,2021.08,3年不限公里
起亚,起亚K5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aaa0dfa7b6114885bc223232d651a0e8~tplv-resize:640:0.png,114,"[12.78, 18.98]",起亚,496,中型车,汽油,2024.09,可选:[3年或15万公里][5年或10万公里][7年或7万公里]
北汽制造,元宝,https://p3-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,111,"[2.97, 5.19]",北京汽车制造厂,497,微型车,纯电动,2023.03,3年或10万公里
Polestar极星,Polestar 4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/986fd027248b4db8929ffb4df7743387~tplv-resize:640:0.png,109,"[33.99, 39.99]",Polestar,498,中型SUV,纯电动,2023.11,3年不限公里
本田,英仕派 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2bf120cedd91403a856299dadaaa5cb8~tplv-resize:640:0.png,103,"[17.08, 19.98]",东风本田,499,中型车,插电式混合动力,2023.07,3年或10万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,103,"[13.98, 14.98]",睿蓝汽车,500,紧凑型车,纯电动,2022.02,1年或15万公里
大众,ID.6 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,101,"[19.69, 27.49]",一汽-大众,501,中大型SUV,纯电动,2023.09,3年或10万公里
丰田,奕泽IZOA,https://p3-dcd.byteimg.com/img/motor-mis-img/032f79481ca76533e7a56d98770ad4e3~tplv-resize:640:0.png,99,"[12.18, 16.18]",一汽丰田,502,小型SUV,汽油,2023.05,3年或10万公里
丰田,丰田C-HR,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,98,"[11.78, 15.78]",广汽丰田,503,小型SUV,汽油,2023.03,3年或10万公里
奔驰,奔驰EQA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7015d0380cb24469941e8a4b9c7026b8~tplv-resize:640:0.png,94,"[29.2, 29.2]",北京奔驰,504,紧凑型SUV,纯电动,2024.08,3年不限公里
江淮钇为,爱跑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/99c0e84612604e6bb00ed8b4c57a1ab5~tplv-resize:640:0.png,92,"[15.29, 18.99]",江汽集团,505,紧凑型车,纯电动,2024.03,3年或12万公里
斯柯达,明锐,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5d55d4c1ece47ceb29e28624cf1ca70~tplv-resize:640:0.png,91,"[9.99, 15.49]",上汽大众斯柯达,506,紧凑型车,汽油,2024.09,3年或10万公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,91,"[15.97, 19.37]",东风标致,507,中型SUV,汽油,2022.11,5年或15万公里
上汽大通MAXUS,大家7 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/91bdc8d73c5d469a821b6f6b5cefead5~tplv-resize:640:0.png,90,"[13.58, 28.98]",上汽大通,508,中型MPV,纯电动,2023.11,5年或10万公里
飞凡汽车,飞凡R7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0411511da1c7449094e840d419972f01~tplv-resize:640:0.png,89,"[18.99, 22.99]",飞凡汽车,509,中大型SUV,纯电动,2023.11,5年或12万公里
红旗,红旗HS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,89,"[20.08, 28.08]",一汽红旗,510,中大型SUV,48V轻混系统,2024.08,4年或10万公里
吉利几何,吉利几何E萤火虫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab171bed6a464941a57445172e7bf752~tplv-resize:640:0.png,88,"[5.98, 8.08]",吉利几何,511,小型SUV,纯电动,2024.03,4年或10万公里
魏牌,摩卡PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a1bc6c4ab8842c8b5726b89f9f8c604~tplv-resize:640:0.png,87,"[23.18, 23.88]",长城汽车,512,中型SUV,插电式混合动力,2024.05,5年或15万公里
标致,标致408X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4211faff193940beab4af0d54f89ec2d~tplv-resize:640:0.png,83,"[13.17, 15.77]",东风标致,513,中型车,汽油,2024.07,5年或15万公里
荣威,荣威Ei5,https://p3-dcd.byteimg.com/img/motor-mis-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,82,"[15.28, 16.68]",上汽集团,514,紧凑型车,纯电动,2021.03,3年或10万公里
星途,星途追风 C-DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/706fe3524bd448329cfccb226e168c57~tplv-resize:640:0.png,80,"[12.98, 19.58]",星途,515,紧凑型SUV,插电式混合动力,2024.01,3年或10万公里
东风风行,风行T5 EVO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3bf531df6ea944619da286295d32c5c6~tplv-resize:640:0.png,79,"[9.49, 13.99]",东风风行,516,紧凑型SUV,汽油,2023.05,8年或16万公里
上汽大通MAXUS,大家9超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/589970fa48a2417192313a9ea2c696ba~tplv-resize:640:0.png,78,"[24.99, 33.99]",上汽大通,517,中大型MPV,插电式混合动力,2024.10,3年或10万公里
红旗,红旗HQ9,https://p9-dcd.byteimg.com/img/motor-mis-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,76,"[35.88, 53.88]",一汽红旗,518,中大型MPV,48V轻混系统,2024.04,4年或10万公里
丰田,威兰达PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,76,"[22.18, 25.68]",广汽丰田,519,紧凑型SUV,插电式混合动力,2024.06,3年或10万公里
埃安,AION RT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8821c3282a0347f6a6dc286a45fbfd5c~tplv-resize:640:0.png,73,"[11.98, 16.58]",广汽埃安新能源,520,紧凑型车,纯电动,2024.11,4年或15万公里
吉利几何,吉利几何G6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2aa2a7143c4c4d849d972ea8ee260ca2~tplv-resize:640:0.png,69,"[11.98, 18.28]",吉利几何,521,紧凑型车,纯电动,2023.09,4年或12万公里
大众,途观L PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,69,"[22.01, 23.1]",上汽大众,522,中型SUV,插电式混合动力,2022.08,3年或10万公里
ARCFOX极狐,极狐 阿尔法T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dd472c544e4543c2a73cff99e44f8bdc~tplv-resize:640:0.png,67,"[18.08, 27.58]",北汽新能源,523,中型SUV,纯电动,2023.06,3年或12万公里
沃尔沃,沃尔沃EM90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05a3c8b3200349ae9f606af6cb81bae5~tplv-resize:640:0.png,65,"[81.8, 81.8]",沃尔沃亚太,524,中大型MPV,纯电动,2023.11,6年不限里程
雪佛兰,迈锐宝XL,https://p9-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,65,"[10.69, 15.19]",上汽通用雪佛兰,525,中型车,汽油,2023.06,3年或10万公里
智己汽车,智己L7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8edb77cb2b3049aab144e1e1b94869ed~tplv-resize:640:0.png,64,"[29.99, 57.88]",智己汽车,526,中大型车,纯电动,2024.02,待公布
江淮瑞风,瑞风RF8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39afc55e13524aa282721edb3f7fef84~tplv-resize:640:0.png,63,"[16.49, 20.49]",江汽集团,527,中大型MPV,汽油,2024.01,5年或10万公里
长安,长安UNI-K 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,62,"[17.29, 20.09]",长安汽车,528,中型SUV,插电式混合动力,2024.01,3年或12万公里
东风风行,菱智M5 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,62,"[15.49, 19.19]",东风风行,529,中型MPV,纯电动,2023.11,5年或10万公里
江淮瑞风,瑞风E3,https://p3-dcd.byteimg.com/img/motor-mis-img/9b9b2bcb01b623c18ed53331a08ff11b~tplv-resize:640:0.png,61,"[12.99, 19.88]",江汽集团,530,紧凑型MPV,纯电动,2024.09,3年或10万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,61,"[11.38, 15.18]",一汽丰田,531,紧凑型车,汽油,2023.05,3年或10万公里
大众,途安L,https://p3-dcd.byteimg.com/img/motor-mis-img/20f107b28a94a16705865e9b91e79819~tplv-resize:640:0.png,60,"[15.18, 18.08]",上汽大众,532,紧凑型MPV,汽油,2023.10,3年或10万公里
上汽大通MAXUS,大通G70,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5773a7982d5488488c634703c9736d1~tplv-resize:640:0.png,57,"[12.98, 18.48]",上汽大通,533,中型MPV,汽油,2023.11,5年或10万公里
上汽大通MAXUS,大通G90,https://p3-dcd.byteimg.com/img/motor-mis-img/a1ee687418329152e9c1b720e140a392~tplv-resize:640:0.png,55,"[18.99, 31.99]",上汽大通,534,中大型MPV,汽油,2024.08,3年或10万公里
名爵,MG6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png,55,"[8.78, 11.18]",上汽集团,535,紧凑型车,汽油,2023.04,3年或10万公里
上汽大通MAXUS,大家5 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,51,"[19.48, 22.78]",上汽大通,536,紧凑型MPV,纯电动,2023.08,3年或8万公里
海马,海马7X-E,https://p9-dcd.byteimg.com/img/motor-mis-img/83764d01c17f4ed726bfa1c8da24270c~tplv-resize:640:0.png,50,"[21.98, 25.98]",一汽海马,537,紧凑型MPV,纯电动,2022.09,5年或10万公里
雪佛兰,开拓者,https://p3-dcd.byteimg.com/img/motor-mis-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,50,"[18.75, 25.95]",上汽通用雪佛兰,538,中大型SUV,48V轻混系统,2023.07,3年或10万公里
荣威,荣威RX9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,50,"[15.58, 22.38]",上汽集团,539,中大型SUV,汽油,2023.03,3年或10万公里
一汽,森雅R7,https://p9-dcd.byteimg.com/img/motor-mis-img/aecc527761d81e6b35253fef9d34ec02~tplv-resize:640:0.png,50,"[7.98, 8.98]",一汽吉林,540,小型SUV,汽油,2024.04,3年或6万公里
荣威,荣威iMAX8 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/9939c7a9f9fe0f62a15eb3c074b52123~tplv-resize:640:0.png,49,"[25.98, 35.98]",上汽集团,541,中大型MPV,纯电动,2022.08,6年或15万公里
福特,福特电马,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7b88c973a0d548a38057e70ecc07c08e~tplv-resize:640:0.png,48,"[23.98, 35.98]",长安福特,542,中型SUV,纯电动,2023.12,4年或10万公里
大众,ID.6 X,https://p3-dcd.byteimg.com/img/motor-mis-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,47,"[19.39, 22.29]",上汽大众,543,中大型SUV,纯电动,2023.04,3年或10万公里
东风风行,风行雷霆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208be4380d144330a1968e5c32356d41~tplv-resize:640:0.png,46,"[9.98, 22.99]",东风风行,544,紧凑型SUV,纯电动,2024.04,8年或16万公里
东风风光,风光MINIEV,https://p3-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,46,"[3.26, 5.91]",东风小康,545,微型车,纯电动,2022.03,3年或10万公里
东风风光,风光330,https://p9-dcd.byteimg.com/img/motor-mis-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,45,"[4.19, 6.88]",东风小康,546,紧凑型MPV,汽油,2023.10,7年或20万公里
睿蓝汽车,睿蓝X3 PRO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d326a4f1d98f42e69d2d69e4fec18c6c~tplv-resize:640:0.png,43,"[5.59, 8.99]",睿蓝汽车,547,小型SUV,汽油,2024.03,4年或10万公里
英菲尼迪,英菲尼迪QX50,https://p9-dcd.byteimg.com/img/motor-mis-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,41,"[23.08, 27.18]",东风英菲尼迪,548,中型SUV,汽油,2023.11,4年或10万公里
启辰,启辰星,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,37,"[10.71, 13.01]",东风日产,549,紧凑型SUV,汽油,2022.11,3年或10万公里
东风风行,风行T5,https://p3-dcd.byteimg.com/img/motor-mis-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,36,"[6.49, 12.49]",东风风行,550,紧凑型SUV,汽油,2023.11,8年或16万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,35,"[21.96, 26]",江铃福特,551,中型MPV,汽油,2024.03,3年或6万公里
比亚迪,元Pro,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/75aceda12312482a844f17861bbac469~tplv-resize:640:0.png,34,"[8.98, 10.78]",比亚迪,552,小型SUV,纯电动,2023.05,6年或15万公里
东风风行,风行S50 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/7dc51c86c5c6d2541cadc95dcf4aa5d0~tplv-resize:640:0.png,32,"[14.99, 16.99]",东风风行,553,紧凑型车,纯电动,2023.08,8年或16万公里
上汽大通MAXUS,大家7超混,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c20bcc04c2e143a4a51c2d2ddda8831a~tplv-resize:640:0.png,30,"[18.49, 23.99]",上汽大通,554,中型MPV,插电式混合动力,2024.06,3年或10万公里
奔腾,奔腾M9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,29,"[20.98, 22.98]",一汽奔腾,555,中大型MPV,48V轻混系统,2023.10,3年或10万公里
长安,逸达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/eac9a5b665864f3b8c6b0b1d72e3f2bc~tplv-resize:640:0.png,28,"[6.99, 9.59]",长安汽车,556,紧凑型车,汽油,2023.08,3年或10万公里
上汽大通MAXUS,领地,https://p3-dcd.byteimg.com/img/motor-mis-img/fd99ba99b35ccc8d6e1562f1142f1856~tplv-resize:640:0.png,27,"[19.18, 27.48]",上汽大通,557,中大型SUV,汽油,2023.06,3年或10万公里
睿蓝汽车,枫叶80v,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ba39c93926014a6c91d2debeb1d61f3c~tplv-resize:640:0.png,27,"[8.98, 17.87]",睿蓝汽车,558,紧凑型MPV,纯电动,2024.06,1年或15万公里
远航汽车,远航H8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/13afc68b66ff4d8092ca3e27c715823c~tplv-resize:640:0.png,26,"[28.98, 36.98]",远航汽车,559,大型SUV,纯电动,2024.04,6年或16万公里
名爵,MG Cyberster,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ac9ac9b7da874f58987ca01e8dd4cb22~tplv-resize:640:0.png,26,"[31.98, 36.58]",上汽集团,560,跑车,纯电动,2023.11,6年或15万公里
比亚迪,比亚迪D1,https://p3-dcd.byteimg.com/img/motor-mis-img/16a73f90c37db0a802139dd3bcb55a8b~tplv-resize:640:0.png,25,"[16.08, 16.98]",比亚迪,561,紧凑型MPV,纯电动,2023.06,6年或15万公里
埃安,AION LX,https://p3-dcd.byteimg.com/img/motor-mis-img/dbf23140365cfdd6d48480c3fd5bbe46~tplv-resize:640:0.png,25,"[23.66, 41.96]",广汽埃安新能源,562,中型SUV,纯电动,2022.01,4年或15万公里
捷豹,捷豹E-PACE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,25,"[15.83, 19.26]",奇瑞捷豹路虎,563,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
长安,长安CS95,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c8c2f3936912439c9a470b5aaa1ee7e1~tplv-resize:640:0.png,24,"[16.79, 19.19]",长安汽车,564,中大型SUV,汽油,2023.02,3年或10万公里
起亚,索奈,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f51d6641c9c34d02b7833d4b2f9fd602~tplv-resize:640:0.png,22,"[7.49, 8.69]",起亚,565,小型SUV,汽油,2024.04,3年或10万公里
别克,君威,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/65ca9a0988cf45e29d3c04aca829f355~tplv-resize:640:0.png,22,"[11.48, 20.48]",上汽通用别克,566,中型车,汽油,2023.07,3年或10万公里
本田,猎光e:NS2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8ff010b33b2149b6bb8ba23802679638~tplv-resize:640:0.png,21,"[18.98, 20.98]",东风本田,567,紧凑型SUV,纯电动,2024.06, 3年或10万公里
本田,e:NP1 极湃1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,21,"[12.5, 16.8]",广汽本田,568,小型SUV,纯电动,2022.06,3年或12万公里
起亚,焕驰,https://p3-dcd.byteimg.com/img/motor-mis-img/c655aa38e008e10259a76a207c62a295~tplv-resize:640:0.png,21,"[6.59, 6.99]",起亚,569,小型车,汽油,2020.08,3年或10万公里
